city,county,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013
4412,441284,,1,12,7,1,2,3,,
4413,441302,6,6,5,2,5,6,2,3,
4413,441303,1,2,3,,2,1,2,,
4413,441322,14,12,5,8,11,5,3,3,4
4413,441323,2,6,2,,3,5,4,1,
4413,441324,3,4,1,3,4,6,2,3,3
4414,441421,4,3,,1,1,,,,
4414,441422,,1,,,1,,,,6
4414,441423,,2,2,1,3,,,1,
4414,441424,15,13,5,11,7,6,6,3,9
4414,441426,3,1,3,,1,1,1,1,
4414,441427,,,,,1,2,,1,1
4414,441481,1,1,3,,3,4,2,1,2
4415,441502,,1,,,,,,,
4415,441521,5,1,,,,,1,,
4415,441523,1,1,,,,,,,1
4415,441581,16,12,9,4,7,1,,,3
4416,441602,2,,4,,4,6,7,7,4
4416,441621,4,6,5,3,2,3,2,6,4
4416,441622,6,1,4,6,1,5,1,2,4
4416,441623,2,1,2,,2,8,2,3,2
4416,441624,5,4,2,2,,,1,1,2
4416,441625,7,5,4,5,4,5,2,6,1
4417,441702,4,,1,,1,3,3,,
4417,441721,4,7,10,1,4,,5,1,3
4417,441723,3,5,4,1,1,7,3,,
4417,441781,21,3,3,11,10,17,3,,
4418,441802,,,10,11,12,8,3,,1
4418,441821,,2,,3,2,,,,
4418,441823,4,13,12,16,20,15,14,10,10
4418,441825,1,,,,1,1,1,2,
4418,441826,6,2,2,1,4,3,1,1,3
4418,441827,,5,8,16,8,3,8,2,
4418,441881,6,13,5,16,23,16,12,15,12
4418,441882,3,8,14,1,4,3,4,5,4
4419,441901,18,31,8,10,6,4,5,6,2
4420,442001,3,,3,,,,1,1,
4451,445121,,,,,1,,,,
4452,445202,,,1,,1,,,,
4452,445222,3,1,2,1,3,,1,,
4452,445224,,1,9,4,,,,,
4452,445281,1,9,3,7,3,1,,,
4453,445302,,1,,,2,2,,1,
4453,445321,1,1,3,2,2,,1,,
4453,445322,2,3,1,7,5,6,5,4,6
4453,445323,7,8,3,3,7,2,1,4,3
4453,445381,10,8,10,8,19,10,2,2,2
4499,449999,,,,1,,,,,
4501,450102,,,,1,,,,,
4501,450103,,2,1,2,,,,,
4501,450105,1,,2,2,5,1,,,
4501,450107,,,1,2,,,,,1
4501,450108,2,2,2,,,1,,,
4501,450109,4,3,2,1,1,1,1,4,1
4501,450122,7,3,5,4,3,2,,1,1
4501,450123,,,6,3,,,,,
4501,450124,9,4,1,2,4,3,2,2,2
4501,450125,16,9,3,7,1,1,6,1,1
4501,450126,16,4,7,6,5,1,2,,1
4501,450127,19,6,3,4,5,,1,2,1
4502,450202,,,,,,,,,1
4502,450203,,1,1,1,,,,,
4502,450204,,4,,,,,,,
4502,450205,2,4,1,1,2,1,,1,
4502,450206,,,,,1,2,1,1,
4502,450221,5,17,7,3,5,3,4,2,3
4502,450222,4,10,5,4,7,5,6,2,
4502,450223,5,9,5,2,,6,1,2,
4502,450224,,8,5,3,2,,5,4,2
4502,450225,14,8,3,3,3,1,5,2,
4502,450226,,6,1,,2,,1,,
4502,450299,,,,,1,,,,
4503,450302,,,,,1,,,,
4503,450303,,,1,,2,,,1,
4503,450305,,,,1,,,,,
4503,450311,5,1,,1,,,,,
4503,450321,3,2,3,2,1,1,,,
4503,450322,7,5,1,6,4,2,1,,1
4503,450323,3,4,6,7,4,4,3,1,1
4503,450324,13,20,20,16,14,14,12,12,9
4503,450325,3,1,4,3,4,2,2,2,
4503,450326,9,2,6,1,1,3,1,1,1
4503,450327,1,1,5,3,3,3,2,2,2
4503,450328,1,,,1,2,,1,,1
4503,450329,,1,2,,3,1,,,
4503,450330,7,3,6,3,4,,3,4,3
4503,450331,1,,,,1,6,3,2,
4503,450332,3,4,1,1,2,4,1,4,1
4504,450403,,,,2,,,1,,
4504,450404,,3,2,,1,1,,,
4504,450405,,,1,,,,,,
4504,450421,6,5,11,6,7,5,2,10,6
4504,450422,6,4,7,9,12,9,6,3,9
4504,450423,1,1,2,2,,2,3,1,
4504,450481,5,1,2,2,5,5,6,6,9
4505,450502,,,,,,,,,1
4505,450503,,,1,,1,,,,
4505,450512,,1,,4,,,,,
4505,450521,10,12,16,5,3,7,2,5,3
4506,450602,1,1,,,,,,,
4506,450603,1,4,3,2,3,,,,1
4506,450621,2,4,6,1,4,2,4,2,1
4506,450681,1,1,,,,,,,
4507,450702,5,15,9,7,8,9,6,5,4
4507,450703,7,7,8,6,3,16,8,8,7
4507,450721,8,12,15,11,3,9,7,6,8
4507,450722,3,13,6,5,5,1,1,1,5
4508,450802,,3,12,7,5,6,6,5,1
4508,450803,7,10,8,10,6,3,3,2,2
4508,450804,13,15,11,8,2,2,1,,
4508,450821,13,11,11,8,13,7,13,10,8
4508,450881,14,30,22,8,17,13,15,16,9
4509,450902,3,2,4,3,1,2,5,1,1
4509,450903,9,5,1,3,3,4,4,1,1
4509,450921,8,15,13,9,3,8,11,3,1
4509,450922,5,6,8,4,7,7,2,6,3
4509,450923,7,18,16,5,5,5,6,4,
4509,450924,5,7,1,4,5,2,5,2,
4509,450981,22,11,11,11,4,8,3,5,3
4510,451002,,4,7,2,2,2,,,
4510,451021,1,3,2,2,3,,1,1,
4510,451022,6,4,7,2,2,1,,,
4510,451023,7,12,5,5,3,7,3,2,
4510,451024,1,4,7,3,1,2,1,1,1
4510,451025,5,4,5,2,3,3,4,3,1
4510,451026,2,,2,,,3,1,,1
4510,451027,,,,1,,,,,
4510,451028,1,,1,,1,2,,,2
4510,451029,,,4,6,3,4,1,2,
4510,451030,,,3,9,1,1,,1,
4510,451031,2,9,18,11,6,3,3,6,2
4511,451102,8,13,4,5,6,9,12,5,2
4511,451103,,,11,2,2,,8,,2
4511,451121,,3,3,2,1,3,1,1,1
4511,451122,10,6,4,2,3,2,5,3,2
4511,451123,2,2,4,3,1,1,5,1,
4512,451202,2,4,2,,,2,,1,
4512,451221,2,3,3,1,2,3,2,1,
4512,451222,,1,1,,2,1,2,2,
4512,451223,,1,1,3,1,1,1,2,2
4512,451224,3,2,3,4,3,4,2,1,3
4512,451225,4,7,6,3,2,1,6,2,5
4512,451226,6,3,3,1,1,5,1,4,1
4512,451227,,1,1,,1,,,1,
4512,451228,4,4,4,2,1,2,3,3,2
4512,451229,3,6,3,4,3,8,3,1,3
4512,451281,6,8,7,5,2,2,6,4,3
4513,451302,32,15,12,17,15,10,8,8,8
4513,451321,6,7,7,1,3,1,,,
4513,451322,6,3,1,2,5,,2,2,
4513,451323,19,10,9,15,8,4,5,10,3
4513,451324,,,,1,,1,,1,
4513,451381,3,4,3,,5,3,1,,
4514,451402,3,2,5,2,3,,1,,
4514,451421,2,,3,6,3,1,1,,
4514,451422,3,4,3,7,6,7,9,4,1
4514,451423,3,1,1,2,1,3,4,3,
4514,451424,4,5,1,,,,,,
4514,451425,2,2,2,1,,,1,,
4514,451481,,1,1,,,1,1,1,
4599,459999,1,,,,,,,,
4601,460105,,,4,,,,,,
4601,460106,1,,2,4,2,,,,
4601,460107,,,4,3,1,2,,,
4601,460108,,,1,7,1,,1,,
4602,460202,,,,,1,16,4,10,5
4690,469001,,,,,,,,,1
4690,469002,,,3,10,3,4,5,,1
4690,469003,1,1,11,8,2,3,2,,3
4690,469005,,,,11,2,1,,2,4
4690,469006,1,1,15,18,6,5,4,1,
4690,469021,,,,7,1,,1,,1
4690,469022,,,,8,1,2,3,2,
4690,469023,,,,12,3,6,2,,
4690,469024,,,,2,2,,,,
4690,469025,,,5,,,2,2,2,2
4690,469026,,3,2,,1,,,,
4690,469027,,1,12,1,,,,,
4690,469028,1,,2,14,14,14,7,6,4
4690,469029,,,,,5,16,11,4,8
4690,469030,,,1,1,1,,2,,
4690,469031,,,3,,,,,,
4690,469036,,1,,,,,,,
5001,500101,,4,17,5,4,4,9,7,5
5001,500102,,,14,7,6,6,5,4,1
5001,500103,,1,,1,1,,,,
5001,500105,,,,,,,,,1
5001,500106,,,1,2,4,1,,,
5001,500107,,,,,2,,2,,
5001,500108,,,1,,1,,,,
5001,500109,,,,4,,,,,
5001,500110,,,,3,,1,1,1,
5001,500111,,,,,,,,1,1
5001,500112,,,1,3,2,3,1,,
5001,500113,,,1,1,,,2,,1
5001,500114,,1,3,2,8,2,4,,1
5001,500115,,,5,2,3,1,1,1,1
5001,500116,,,,6,6,2,6,1,1
5001,500117,,,17,9,5,5,6,2,2
5001,500118,,,3,5,9,4,1,1,1
5001,500119,,,,6,3,1,3,1,
5001,500199,1,,2,,,,2,,
5002,500222,,,,2,,2,,,
5002,500223,,,4,12,7,11,8,3,1
5002,500224,,,,11,5,5,3,2,2
5002,500225,,1,8,12,4,6,1,,
5002,500226,,,6,5,1,,,4,
5002,500227,,,,4,4,3,1,2,1
5002,500228,,3,3,1,5,3,6,4,2
5002,500229,,,1,,2,1,,1,
5002,500230,,,9,16,10,3,1,1,1
5002,500231,,,1,1,3,2,3,3,
5002,500232,,,,,,,5,,
5002,500233,,,4,15,1,1,1,2,
5002,500234,1,,14,8,3,,2,1,1
5002,500235,,2,16,5,2,3,1,,1
5002,500236,,6,6,1,2,5,1,2,1
5002,500237,,,5,6,5,3,,1,1
5002,500238,,,7,3,3,2,,,
5002,500240,1,,12,7,4,,5,,1
5002,500241,,9,8,3,2,2,,,
5002,500242,2,,6,3,2,,,,2
5002,500243,,1,1,1,6,11,5,2,
5003,500381,1,,,,,,,,
5101,510104,,,1,,,,,,
5101,510106,,,1,,,,,,
5101,510108,,,1,,,,,,
5101,510112,,3,4,,,,,,
5101,510113,,4,1,,,,,,1
5101,510114,,3,3,,1,,,,
5101,510115,1,,2,,1,1,,,
5101,510121,,4,2,,2,,,,
5101,510122,,10,8,,1,,,,
5101,510124,,,2,,,,,,
5101,510129,1,1,1,,,,1,,
5101,510131,,,7,,,,,1,
5101,510132,,,5,,1,,,,
5101,510181,,,6,,1,,,,
5101,510182,,,4,,,,,,
5101,510183,,,,,2,2,,,
5101,510184,,,4,,2,,,,
5103,510302,,,,,,,,,2
5103,510303,,,1,,,1,,1,
5103,510304,,2,2,2,1,1,1,,2
5103,510311,,5,4,,1,1,,,
5103,510321,12,4,2,,,1,1,4,2
5103,510322,,2,4,2,1,2,1,2,2
5104,510411,,,,,,1,,,
5105,510502,,,1,1,1,,1,1,
5105,510503,,1,2,,,1,,,
5105,510521,,,4,1,3,,1,1,1
5105,510522,,,1,1,,1,,,1
5105,510524,,,,2,3,4,,,
5105,510525,,,1,1,1,1,8,,1
5106,510603,,,,3,2,2,,,
5106,510623,,,3,5,,3,2,,
5106,510626,,,,1,,4,,,
5106,510681,,,1,,,,1,,
5106,510682,,,1,,1,,,,
5106,510683,,,,,,3,2,,
5106,510699,,,1,,,,,,
5107,510703,,,1,3,1,,,,
5107,510704,,,,2,3,2,,,1
5107,510707,,,,,,,,,1
5107,510722,,,7,1,,,1,,1
5107,510723,,,,,2,,,,
5107,510724,,,,1,3,3,1,,
5107,510725,,,,,1,1,1,4,1
5107,510727,,,,,,,,1,
5107,510781,,,,,2,,,,
5108,510802,,,,,1,,,1,
5108,510811,,,,,,,1,,
5108,510821,,1,,,,,1,1,
5108,510822,,,,1,,,,,
5108,510823,,,,,,,,1,1
5108,510824,,,,,1,,,,
5109,510903,,,5,10,3,,1,1,
5109,510904,,,11,7,4,5,1,2,1
5109,510921,,,1,9,1,,4,1,
5109,510922,,,,,1,2,2,,1
5109,510923,,,12,3,,,,,
5109,510999,,,,1,1,,,,
5110,511002,,3,1,,2,,,,
5110,511011,,1,6,4,,1,1,3,2
5110,511024,1,3,3,1,1,,,,1
5110,511025,2,11,8,3,1,1,1,2,3
5110,511028,,,4,,1,1,3,1,3
5111,511102,,1,1,1,1,,,2,
5111,511111,,,1,,1,1,,,
5111,511112,,,1,1,,,,1,
5111,511113,,,,,,1,,,
5111,511123,1,1,1,,1,,4,1,2
5111,511124,3,1,1,,,,2,,2
5111,511126,,1,3,2,1,,1,2,1
5111,511133,,,,,,,,1,
5111,511181,,1,2,,2,,1,,
5113,511302,,,6,3,1,,2,2,1
5113,511303,,1,4,5,1,,1,1,
5113,511304,,,9,1,,,,,2
5113,511321,,,8,6,1,1,2,1,
5113,511322,1,4,5,,1,2,,1,4
5113,511323,,7,6,2,,1,2,2,2
5113,511324,,8,21,1,1,,,1,1
5113,511325,,,5,4,1,1,2,3,
5113,511381,,,1,4,2,3,4,2,
5114,511402,,1,3,11,2,2,,,
5114,511421,11,18,11,1,2,2,2,3,
5114,511422,,,5,2,,1,,,
5114,511423,,,3,3,1,,1,,
5114,511424,,,1,4,1,,,,
5114,511425,,,,,2,,,,
5115,511502,,,1,,,,,,
5115,511521,1,5,2,,,,,,
5115,511522,,,,1,,1,,,
5115,511523,,,2,1,1,1,,,
5115,511524,,2,1,,,,,1,
5115,511525,,1,,,,,,1,1
5115,511526,,,1,,,,,,
5115,511527,,,1,1,2,,1,,
5115,511528,,,1,,,,,,1
5115,511529,,2,,,,,,,
5116,511602,,2,8,1,1,2,1,1,1
5116,511621,,2,18,3,3,,,,
5116,511622,,,16,6,1,,1,,1
5116,511623,,5,6,2,1,,2,,
5116,511681,,1,5,,1,1,,,
5117,511702,,1,1,,1,,,,
5117,511721,5,5,5,3,4,,,,1
5117,511722,,12,4,,,,,,
5117,511723,,5,5,2,1,,,,
5117,511724,,,2,,,2,,,2
5117,511725,6,6,3,2,,,1,,
5117,511781,,,1,,,,,,1
5118,511802,,,,,,1,,,
5118,511821,,,1,3,1,3,,,
5118,511822,1,,,,,,,,1
5118,511823,,,,,1,4,1,,
5118,511824,,,,,,1,,,
5119,511902,,4,3,2,3,,,2,2
5119,511921,,1,5,7,1,1,1,1,1
5119,511922,,,,1,,,,1,
5119,511923,1,9,13,2,1,,,3,1
5120,512002,1,12,10,2,,,1,,1
5120,512021,,3,11,5,2,4,,,3
5120,512022,,2,4,4,,1,,1,2
5120,512081,,7,4,,,,1,1,2
5134,513401,,,,,,,,1,
5134,513423,,,,,,,,,1
5134,513425,,,,,,,,1,1
5134,513427,1,,,,,,,1,
5134,513428,,,,1,,,,,
5134,513429,,,,,,,,,1
5134,513433,,,,,,,1,,
5134,513434,,,,3,,,1,,
5134,513435,,,,,,,,1,
5134,513437,,,,4,,,,1,
5199,519999,,2,,,1,,,,
5201,520102,,1,,1,,,,,
5201,520103,1,,2,,1,1,,,
5201,520111,3,8,3,3,3,2,3,,
5201,520112,6,1,2,,2,,2,1,
5201,520113,1,1,2,1,4,1,1,,
5201,520114,,,,,,2,,,
5201,520121,6,17,3,4,7,1,1,2,
5201,520122,2,8,2,,,,,,
5201,520123,3,3,6,2,1,2,1,,
5201,520124,3,,,,1,,2,,
5201,520181,2,4,4,1,6,3,,2,1
5201,520199,1,,,,,,,,
5202,520201,,1,2,3,1,2,1,1,
5202,520203,4,14,11,11,5,5,7,5,2
5202,520221,,2,9,3,4,4,5,2,1
5202,520222,12,42,1,1,1,14,3,4,
5203,520302,4,5,,,1,,,,
5203,520303,6,9,,,1,,,,
5203,520321,20,17,6,5,3,1,2,1,2
5203,520322,,1,12,,1,1,,,
5203,520323,2,14,3,2,1,3,,,
5203,520324,,5,2,5,5,2,2,1,
5203,520325,,,1,,,,,,
5203,520326,,1,4,3,2,3,3,,1
5203,520327,1,13,1,,2,2,3,,
5203,520328,4,9,3,,,,1,1,
5203,520329,,3,2,2,1,1,2,,1
5203,520330,,,,3,2,1,,1,
5203,520381,,,,1,,1,,,
5203,520382,,6,,1,1,,,,
5204,520402,16,16,16,6,10,9,10,2,2
5204,520403,6,2,2,1,1,,,,
5204,520421,4,3,3,2,2,3,,,
5204,520422,21,17,7,6,6,6,5,,2
5204,520423,20,17,7,10,8,4,3,5,3
5204,520424,3,4,5,5,4,6,1,2,1
5204,520425,4,5,6,5,6,4,11,4,1
5204,520426,1,,2,,,,,1,
5222,522201,,11,3,3,1,5,2,,
5222,522222,1,1,3,1,,2,,,1
5222,522223,6,2,1,2,,,2,3,2
5222,522224,2,3,4,2,6,5,2,,
5222,522225,2,8,15,10,8,9,4,,3
5222,522226,2,1,5,1,3,2,,1,1
5222,522227,,10,3,3,5,,2,1,
5222,522228,,1,4,4,1,2,1,1,2
5222,522229,2,15,23,8,4,5,4,1,1
5222,522230,,1,,1,,,,,
5223,522301,9,7,11,9,7,6,5,3,4
5223,522322,57,32,7,3,7,5,14,7,6
5223,522323,5,28,10,2,5,7,1,3,1
5223,522324,6,4,8,4,3,6,2,1,
5223,522325,21,8,2,2,10,5,2,3,3
5223,522326,4,13,2,1,,,1,2,
5223,522327,8,13,2,3,3,1,2,1,
5223,522328,28,12,6,4,3,12,13,5,1
5224,522401,,3,27,6,3,8,9,,1
5224,522422,3,24,10,8,1,3,7,1,1
5224,522423,19,12,9,8,7,5,,1,
5224,522424,4,23,7,3,1,3,2,1,
5224,522425,8,11,11,2,6,3,8,2,
5224,522426,,9,9,,1,1,2,,
5224,522427,,1,5,23,5,4,3,3,3
5224,522428,,,5,13,3,3,1,1,
5224,522499,,,1,,,,,,
5226,522601,10,6,4,7,2,6,6,1,4
5226,522602,,,,,,1,,,
5226,522622,5,8,3,1,1,,3,1,3
5226,522623,4,1,3,,,2,,,
5226,522624,2,4,3,3,2,1,1,,2
5226,522625,7,11,,,,1,,,
5226,522626,7,8,,,,3,3,1,1
5226,522627,6,7,7,4,4,,2,4,3
5226,522628,,,4,2,1,,,5,1
5226,522629,2,1,4,,1,1,2,1,
5226,522630,2,1,,1,,,,,
5226,522631,6,3,1,3,1,2,1,2,1
5226,522632,3,3,7,4,,2,,,
5226,522633,13,9,4,4,3,1,6,3,1
5226,522634,3,3,3,1,3,3,1,1,1
5226,522635,4,3,2,4,3,4,2,,
5226,522636,4,1,1,1,4,,,,
5227,522701,11,6,4,6,6,6,2,1,
5227,522702,1,1,,1,1,2,,,1
5227,522722,1,8,5,3,2,2,1,,
5227,522723,3,6,6,1,,5,2,1,3
5227,522725,5,8,2,1,5,1,2,3,2
5227,522726,9,4,3,6,15,9,1,4,3
5227,522727,3,1,4,1,2,3,1,1,3
5227,522728,2,2,3,,1,3,1,3,1
5227,522729,5,5,4,3,2,1,1,1,
5227,522730,3,2,2,4,2,3,,,2
5227,522731,14,11,10,3,9,3,10,3,2
5227,522732,5,11,10,6,5,3,1,1,3
5227,522799,1,1,,,,,,,
5299,529999,,1,1,,2,,,,
5301,530111,,,,,,,1,2,
5301,530112,,,,,,,,1,
5301,530113,,,,,,,1,,
5301,530121,,,,,,1,1,,
5301,530122,2,,,,,1,,1,
5301,530125,,,,,,1,,2,1
5301,530126,,,,2,2,4,2,,1
5301,530127,,,,1,1,1,3,,
5301,530128,,,,,,,,2,1
5301,530129,,,,2,2,2,2,,
5303,530302,,,1,3,,,4,,4
5303,530321,,,,,,,1,1,1
5303,530322,1,,,4,1,2,2,2,3
5303,530323,,,,8,,5,,,
5303,530324,,,10,16,,,6,2,1
5303,530325,,20,1,,1,,,2,1
5303,530326,,,1,1,,2,1,,
5303,530328,,,,,,,,1,
5303,530381,,,1,2,2,3,3,1,
5304,530421,,,,,,1,,,1
5304,530422,,,,,,2,1,,
5304,530424,,,,,1,4,1,4,
5304,530425,,,,,,,1,,
5304,530427,,,,,,,,1,
5304,530428,,,,,,4,,2,1
5305,530502,,1,,,,,,,
5305,530521,,,,,,,,,1
5305,530522,,,2,,,1,,,
5305,530524,,,,,,,,,3
5306,530602,,,13,6,1,1,1,,1
5306,530621,,,7,8,1,1,,,1
5306,530622,,,,,3,2,,,
5306,530623,,1,2,2,1,1,1,1,
5306,530624,,,,3,1,1,,,
5306,530625,,,2,,1,,,,
5306,530626,,,1,,,,,,
5306,530627,,,7,8,9,2,2,2,5
5306,530628,,,1,8,1,2,1,,
5306,530629,,,4,4,1,,,,
5306,530630,,,1,,,1,,,
5307,530724,1,,,,,,,,
5308,530802,,,,,,2,,,
5308,530821,,,,,,,1,,
5308,530822,,,,,,3,3,6,2
5308,530825,,,,,,,1,,1
5308,530826,,,,,,1,1,,
5308,530827,,,,,,,,1,2
5308,530828,,,,,,1,3,6,4
5309,530921,,,,,,,,2,2
5309,530923,,,,,,,,,1
5309,530924,,,,,,,,,1
5309,530925,,,,,1,,,1,2
5309,530926,,,,,,,,,1
5309,530927,,1,,,,,,1,
5323,532323,,5,,,,,,,
5323,532326,,,,,,,1,,
5323,532327,,,,,,,1,2,
5325,532501,,,,,1,1,2,2,
5325,532502,,,,,,3,4,,
5325,532503,,,,,,,,4,2
5325,532522,,,,,,3,3,,
5325,532523,,,,,,4,1,2,1
5325,532524,,,,,,2,2,2,1
5325,532525,,,,,,,3,,1
5325,532526,,,,7,11,6,4,1,3
5325,532527,,,,12,2,4,3,2,1
5325,532528,,,,,6,,1,,2
5325,532529,,,,,3,9,3,4,
5325,532530,,,,,1,8,1,,
5325,532531,,,,,1,,1,,
5325,532532,,,,,1,,,,
5326,532601,,,,,,,,,3
5326,532621,,,,,1,8,6,,
5326,532622,,,1,,,15,7,1,4
5326,532623,,,,,,1,,,1
5326,532624,,,,,,1,4,,3
5326,532625,,,,,,2,2,2,2
5326,532626,,,1,,1,1,3,,1
5326,532627,,,1,10,11,7,12,3,2
5326,532628,2,3,6,,2,1,1,,1
5328,532801,,,,1,2,5,4,8,1
5328,532822,,,,,,,1,5,4
5328,532823,,,,,,,3,1,
5329,532923,,,,,,,,,1
5331,533102,,,,,,,,1,
5331,533103,1,,,,,,,,2
5331,533122,,1,1,,,,,,
5331,533123,3,5,2,,,,,,1
5331,533124,1,,,,,,1,,
6101,610111,,,,,,,,1,
6101,610116,,,,,,,,3,4
6101,610124,,,,,,,,3,2
6101,610126,,,,,,,1,,
6103,610303,,,,,,,,1,
6103,610322,,,,,,,,,1
6103,610323,,,,,,,,,2
6103,610324,,,,,,,,1,1
6103,610326,,,,,,,,,2
6104,610402,,,,,,,,1,1
6104,610422,,,,,,,3,2,
6104,610423,,,,,,,1,2,2
6104,610424,,,,,,,,1,2
6104,610425,,,,,,,,1,1
6104,610426,,,,,,,,,2
6104,610430,,,,,,,,,2
6104,610431,,,,,,,,1,1
6104,610481,,,,,,,,,1
6105,610502,,,,,,2,5,3,3
6105,610521,,,,,,,2,1,1
6105,610522,,,,,,,1,1,
6105,610523,,,,,,,2,2,1
6105,610524,,,,,,,5,1,
6105,610525,,,,,,,2,1,
6105,610526,,,,,,1,8,2,2
6105,610527,,,,,,,1,,
6105,610528,,,,,,,3,1,1
6105,610581,,,,,,2,,1,
6105,610582,,,,,,,1,,1
6106,610602,,,,,,,1,,
6106,610621,1,,,,,,,,
6106,610623,,,,,,,,,1
6106,610629,,,,,,,,1,
6107,610702,,,,,2,2,1,5,2
6107,610721,,,,,2,3,2,4,4
6107,610722,,,,,7,4,2,1,1
6107,610723,,,,,6,2,,,1
6107,610724,,,,,7,2,1,,
6107,610725,,,,,1,1,,1,3
6108,610821,,1,,,,,,,
6109,610902,1,,,,,1,,,
6109,610927,,,,,,,,1,
6109,610928,,,,,,1,,,
6110,611002,,,,,1,,,1,2
6110,611021,,,,,,,,1,
6110,611022,,,,,,,,,1
6110,611026,,1,,,,,,,
6111,611101,,,,,,,,1,
6190,619081,,,,,,,,,1
6199,619999,1,,,,,,,,
6205,620523,,,,,,,,,1
6205,620525,,,,,,,,,1
6208,620821,,,,,,,,,2
6208,620825,,,,,1,,,,
6210,621025,,,,,,,,,2
6210,621026,,,,,,,,,3
6323,632323,,,,,,,,,1
6326,632626,,,,,,,,1,
6401,640104,,,,,,,,,2
6401,640105,,,,,,,1,,2
6401,640121,,,,,,,1,,
6402,640205,,,,,,,,1,
6402,640221,,,,,,,,1,1
6403,640302,,,,,,,,,1
6403,640303,,,,,,,,,1
6404,640402,,,,,,,,1,1
6502,650203,,,,,,,1,,
6540,654002,,,,1,,,,,
6542,654201,1,,,,,,,,
6542,654202,,,,,,,1,,
